taxid	name	rank	species_taxid	species_name	ogt	regime	ogt_match_type	ogt_row_count	ogt_temp_min	ogt_temp_max	ogt_raw_temps	ogt_sources	ogt_source_ids	ogt_parse_modes	ogt_has_range	ogt_range_count	ogt_source_taxids	superkingdom	phylum	class	order	family	genus
53413	Xanthomonas axonopodis	species	53413	Xanthomonas axonopodis	28.0	meso	exact_taxid	1	28.0	28.0	28.0	Lyubetsky et al., 2020	Lyu288	point	no	0	53413	Bacteria	Pseudomonadota	Gammaproteobacteria	Lysobacterales	Lysobacteraceae	Xanthomonas
53423	Thermodesulfovibrio islandicus	species	53423	Thermodesulfovibrio islandicus	65.0	thermo	exact_taxid	1	65.0	65.0	65.0	Tempura	Tempura344	point	no	0	53423	Bacteria	Nitrospirota	Thermodesulfovibrionia	Thermodesulfovibrionales	Thermodesulfovibrionaceae	Thermodesulfovibrio
53424	Thermodesulfobacterium hveragerdense	species	53424	Thermodesulfobacterium hveragerdense	72.0	thermo	exact_taxid	1	72.0	72.0	72.0	Tempura	Tempura297	point	no	0	53424	Bacteria	Thermodesulfobacteriota	Thermodesulfobacteria	Thermodesulfobacteriales	Thermodesulfobacteriaceae	Thermodesulfobacterium
53426	Sulfophobococcus zilligii	species	53426	Sulfophobococcus zilligii	87.0	thermo	exact_taxid	1	87.0	87.0	87.0	Tempura	Tempura52	point	no	0	53426	Archaea	Thermoproteota	Thermoprotei	Desulfurococcales	Desulfurococcaceae	Sulfophobococcus
53437	Nocardiopsis alba	species	53437	Nocardiopsis alba	28.0	meso	exact_taxid	1	28.0	28.0	28.0	Lyubetsky et al., 2020	Lyu276	point	no	0	53437	Bacteria	Actinomycetota	Actinomycetes	Streptosporangiales	Nocardiopsaceae	Nocardiopsis
53442	Eubacterium callanderi	species	53442	Eubacterium callanderi	37.0	meso	exact_taxid	1	37.0	37.0	37.0	Tempura	Tempura2632	point	no	0	53442	Bacteria	Bacillota	Clostridia	Eubacteriales	Eubacteriaceae	Eubacterium
53444	Fructilactobacillus lindneri	species	53444	Fructilactobacillus lindneri	23.5	meso	exact_taxid	2	23.5	23.5	23.5;23.5	Lyubetsky et al., 2020;Tempura	Lyu166;Tempura8213	point	no	0	53444	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Fructilactobacillus
53458	Janibacter limosus	species	53458	Janibacter limosus	28.0	meso	exact_taxid	1	28.0	28.0	28	BacDive	6248	point	no	0	53458	Bacteria	Actinomycetota	Actinomycetes	Micrococcales	Intrasporangiaceae	Janibacter
53461	Nakamurella multipartita	species	53461	Nakamurella multipartita	25.0	meso	exact_taxid	2	25.0	25.0	25.0;25.0	Lyubetsky et al., 2020;Tempura	Lyu189;Tempura7001	point	no	0	53461	Bacteria	Actinomycetota	Actinomycetes	Nakamurellales	Nakamurellaceae	Nakamurella
53462	Mycolicibacterium mageritense	species	53462	Mycolicibacterium mageritense	33.5	meso	exact_taxid	1	33.5	33.5	33.5	Tempura	Tempura2336	point	no	0	53462	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Mycobacteriaceae	Mycolicibacterium
53522	Thermobifida alba	species	53522	Thermobifida alba	42.5	meso	exact_taxid	1	42.5	42.5	42.5	Tempura	Tempura1282	point	no	0	53522	Bacteria	Actinomycetota	Actinomycetes	Streptosporangiales	Nocardiopsaceae	Thermobifida
53573	Deferribacter thermophilus	species	53573	Deferribacter thermophilus	60.0	thermo	exact_taxid	2	60.0	60.0	60.0;60.0	Tempura;ThermoBase	ThermoBase503;Tempura475	point	no	0	53573	Bacteria	Deferribacterota	Deferribacteres	Deferribacterales	Deferribacteraceae	Deferribacter
53633	Sulfobacillus acidophilus	species	53633	Sulfobacillus acidophilus	43.0	meso	exact_taxid	2	38.0	48.0	48.0;38.0	aciDB	aciDB244;aciDB246	point	no	0	53633	Bacteria	Bacillota	Clostridia	Eubacteriales	Clostridiales Family XVII. Incertae Sedis	Sulfobacillus
53635	Acidimicrobium ferrooxidans	species	53635	Acidimicrobium ferrooxidans	48.0	thermo	exact_taxid	4	47.5	48.0	45.0-50.0;48.0;48.0;48.0	BacDive;Lyubetsky et al., 2020;Tempura;ThermoBase	106;ThermoBase1197;Lyu854;Tempura758	point;range_midpoint	yes	1	53635	Bacteria	Actinomycetota	Acidimicrobiia	Acidimicrobiales	Acidimicrobiaceae	Acidimicrobium
53946	Octadecabacter arcticus	species	53946	Octadecabacter arcticus	9.5	psychro	exact_taxid	1	9.5	9.5	9.5	Lyubetsky et al., 2020	Lyu127	point	no	0	53946	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Octadecabacter
53952	Thermococcus peptonophilus	species	53952	Thermococcus peptonophilus	86.2	thermo	exact_taxid	2	85.0	87.5	85.0;87.5	Lyubetsky et al., 2020;Tempura	Lyu103;Tempura28	point	no	0	53952	Archaea	Euryarchaeota	Thermococci	Thermococcales	Thermococcaceae	Thermococcus
53953	Pyrococcus horikoshii	species	53953	Pyrococcus horikoshii	98.0	thermo	exact_taxid	1	98.0	98.0	98.0	ThermoBase	ThermoBase18	point	no	0	53953	Archaea	Euryarchaeota	Thermococci	Thermococcales	Thermococcaceae	Pyrococcus
54076	Thermococcus zilligii	species	54076	Thermococcus zilligii	77.5	thermo	exact_taxid	2	77.5	77.5	77.5;77.5	Tempura;ThermoBase	ThermoBase160;Tempura142	point	no	0	54076	Archaea	Euryarchaeota	Thermococci	Thermococcales	Thermococcaceae	Thermococcus
54077	Thermococcus barossii	species	54077	Thermococcus barossii	82.5	thermo	exact_taxid	2	82.5	82.5	82.5;82.5	Tempura;ThermoBase	ThermoBase84;Tempura79	point	no	0	54077	Archaea	Euryarchaeota	Thermococci	Thermococcales	Thermococcaceae	Thermococcus
54120	Methanolacinia petrolearia	species	54120	Methanolacinia petrolearia	40.0	meso	exact_taxid	1	40.0	40.0	40.0	ThermoBase	ThermoBase1154	point	no	0	54120	Archaea	Euryarchaeota	Methanomicrobia	Methanomicrobiales	Methanomicrobiaceae	Methanolacinia
54121	Halanaerobium congolense	species	54121	Halanaerobium congolense	42.0	meso	exact_taxid	2	42.0	42.0	42.0;42.0	Tempura;ThermoBase	ThermoBase1088;Tempura1520	point	no	0	54121	Bacteria	Bacillota	Clostridia	Halanaerobiales	Halanaerobiaceae	Halanaerobium
54250	Thermodiscus maritimus	species	54250	Thermodiscus maritimus	90.0	thermo	exact_taxid	1	90.0	90.0	90.0	Tempura	Tempura33	point	no	0	54250	Archaea	Thermoproteota	Thermoprotei	Desulfurococcales	Desulfurococcaceae	Thermodiscus
54254	Thermosphaera aggregans	species	54254	Thermosphaera aggregans	85.0	thermo	exact_taxid	1	85.0	85.0	85.0	Tempura	Tempura92	point	no	0	54254	Archaea	Thermoproteota	Thermoprotei	Desulfurococcales	Desulfurococcaceae	Thermosphaera
54256	Pyrodictium abyssi	species	54256	Pyrodictium abyssi	97.0	thermo	exact_taxid	2	97.0	97.0	97.0;97.0	Tempura;ThermoBase	ThermoBase8;Tempura7	point	no	0	54256	Archaea	Thermoproteota	Thermoprotei	Desulfurococcales	Pyrodictiaceae	Pyrodictium
54257	Desulfurococcus saccharovorans	species	54257	Desulfurococcus saccharovorans	85.0	thermo	exact_taxid	1	85.0	85.0	85.0	ThermoBase	ThermoBase45	point	no	0	54257	Archaea	Thermoproteota	Thermoprotei	Desulfurococcales	Desulfurococcaceae	Desulfurococcus
54259	Ignicoccus islandicus	species	54259	Ignicoccus islandicus	90.0	thermo	exact_taxid	2	90.0	90.0	90.0;90.0	Tempura;ThermoBase	ThermoBase34;Tempura32	point	no	0	54259	Archaea	Thermoproteota	Thermoprotei	Desulfurococcales	Desulfurococcaceae	Ignicoccus
54261	Ferroglobus placidus	species	54261	Ferroglobus placidus	85.0	thermo	exact_taxid	1	85.0	85.0	85.0	Tempura	Tempura57	point	no	0	54261	Archaea	Euryarchaeota	Archaeoglobi	Archaeoglobales	Archaeoglobaceae	Ferroglobus
54262	Thermococcus chitonophagus	species	54262	Thermococcus chitonophagus	85.0	thermo	exact_taxid	4	85.0	85.0	85.0;85.0;85.0;85.0	Lyubetsky et al., 2020;Tempura;ThermoBase	ThermoBase77;Lyu101;Lyu102;Tempura72	point	no	0	54262	Archaea	Euryarchaeota	Thermococci	Thermococcales	Thermococcaceae	Thermococcus
54265	Carboxydothermus ferrireducens	species	54265	Carboxydothermus ferrireducens	65.0	thermo	exact_taxid	2	65.0	65.0	65.0;65.0	Tempura;ThermoBase	ThermoBase333;Tempura292	point	no	0	54265	Bacteria	Bacillota	Clostridia	Thermoanaerobacterales	Thermoanaerobacteraceae	Carboxydothermus
54294	Thermosyntropha lipolytica	species	54294	Thermosyntropha lipolytica	63.0	thermo	exact_taxid	2	63.0	63.0	63.0;63.0	Tempura;ThermoBase	ThermoBase388;Tempura384	point	no	0	54294	Bacteria	Bacillota	Clostridia	Eubacteriales	Syntrophomonadaceae	Thermosyntropha
54736	Salmonella bongori	species	54736	Salmonella bongori	37.0	meso	exact_taxid	1	37.0	37.0	37.0	Lyubetsky et al., 2020	Lyu765	point	no	0	54736	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella
54910	Brevibacillus centrosporus	species	54910	Brevibacillus centrosporus	28.0	meso	exact_taxid	1	28.0	28.0	28.0	Tempura	Tempura4085	point	no	0	54910	Bacteria	Bacillota	Bacilli	Bacillales	Paenibacillaceae	Brevibacillus
54913	Brevibacillus formosus	species	54913	Brevibacillus formosus	30.0	meso	exact_taxid	2	30.0	30.0	30.0;30.0	Lyubetsky et al., 2020;Tempura	Lyu347;Tempura2065	point	no	0	54913	Bacteria	Bacillota	Bacilli	Bacillales	Paenibacillaceae	Brevibacillus
54915	Brevibacillus reuszeri	species	54915	Brevibacillus reuszeri	30.0	meso	exact_taxid	1	30.0	30.0	30.0	Tempura	Tempura2064	point	no	0	54915	Bacteria	Bacillota	Bacilli	Bacillales	Paenibacillaceae	Brevibacillus
55148	Deinococcus proteolyticus	species	55148	Deinococcus proteolyticus	30.0	meso	exact_taxid	1	30.0	30.0	30.0	Lyubetsky et al., 2020	Lyu357	point	no	0	55148	Bacteria	Deinococcota	Deinococci	Deinococcales	Deinococcaceae	Deinococcus
55197	Flavobacterium branchiophilum	species	55197	Flavobacterium branchiophilum	21.5	meso	exact_taxid	2	21.5	21.5	21.5;21.5	Lyubetsky et al., 2020;Tempura	Lyu148;Tempura8263	point	no	0	55197	Bacteria	Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium
55205	Caldicellulosiruptor owensensis	species	55205	Caldicellulosiruptor owensensis	75.0	thermo	exact_taxid	1	75.0	75.0	75.0	Lyubetsky et al., 2020	Lyu924	point	no	0	55205	Bacteria	Bacillota		Caldicellulosiruptorales	Caldicellulosiruptoraceae	Caldicellulosiruptor
55504	Sporomusa silvacetica	species	55504	Sporomusa silvacetica	30.0	meso	exact_taxid	1	30.0	30.0	30.0	Tempura	Tempura6829	point	no	0	55504	Bacteria	Bacillota	Negativicutes	Selenomonadales	Sporomusaceae	Sporomusa
55505	Thermonema rossianum	species	55505	Thermonema rossianum	60.0	thermo	exact_taxid	2	60.0	60.0	60.0;60.0	Tempura;ThermoBase	ThermoBase519;Tempura474	point	no	0	55505	Bacteria	Bacteroidota	Cytophagia	Cytophagales	Thermonemataceae	Thermonema
55518	Magnetospirillum gryphiswaldense	species	55518	Magnetospirillum gryphiswaldense	30.0	meso	exact_taxid	1	30.0	30.0	30.0	Lyubetsky et al., 2020	Lyu377	point	no	0	55518	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Magnetospirillum
55583	Dehalobacter restrictus	species	55583	Dehalobacter restrictus	30.0	meso	exact_taxid	1	30.0	30.0	30.0	Lyubetsky et al., 2020	Lyu356	point	no	0	55583	Bacteria	Bacillota	Clostridia	Eubacteriales	Desulfitobacteriaceae	Dehalobacter
55601	Vibrio anguillarum	species	55601	Vibrio anguillarum	20.0	meso	exact_taxid	1	20.0	20.0	20.0	Lyubetsky et al., 2020	Lyu144	point	no	0	55601	Bacteria	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio
55758	Methanobrevibacter filiformis	species	55758	Methanobrevibacter filiformis	30.0	meso	exact_taxid	1	30.0	30.0	30.0	Tempura	Tempura7299	point	no	0	55758	Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobrevibacter
55779	Moorella glycerini	species	55779	Moorella glycerini	58.0	thermo	exact_taxid	2	58.0	58.0	58.0;58.0	Tempura;ThermoBase	ThermoBase526;Tempura480	point	no	0	55779	Bacteria	Bacillota	Clostridia	Moorellales	Moorellaceae	Moorella
55802	Thermococcus barophilus	species	55802	Thermococcus barophilus	85.0	thermo	exact_taxid	2	85.0	85.0	85.0;85.0	Lyubetsky et al., 2020;ThermoBase	ThermoBase1163;Lyu99	point	no	0	55802	Archaea	Euryarchaeota	Thermococci	Thermococcales	Thermococcaceae	Thermococcus
55969	Leucobacter komagatae	species	55969	Leucobacter komagatae	30.0	meso	exact_taxid	1	30.0	30.0	30	BacDive	7348	point	no	0	55969	Bacteria	Actinomycetota	Actinomycetes	Micrococcales	Microbacteriaceae	Leucobacter
56055	Bogoriella caseilytica	species	56055	Bogoriella caseilytica	32.5	meso	exact_taxid	1	32.5	32.5	28-37	BacDive	1770	range_midpoint	yes	1	56055	Bacteria	Actinomycetota	Actinomycetes	Micrococcales	Bogoriellaceae	Bogoriella
56119	Castellaniella denitrificans	species	56119	Castellaniella denitrificans	27.5	meso	exact_taxid	1	27.5	27.5	25-30	BacDive	348	range_midpoint	yes	1	56119	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Castellaniella
56425	Mycobacterium bohemicum	species	56425	Mycobacterium bohemicum	37.0	meso	exact_taxid	1	37.0	37.0	37.0	Tempura	Tempura3447	point	no	0	56425	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Mycobacteriaceae	Mycobacterium
56426	Bartonella clarridgeiae	species	56426	Bartonella clarridgeiae	36.0	meso	exact_taxid	1	36.0	36.0	36.0	Lyubetsky et al., 2020	Lyu575	point	no	0	56426	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Bartonellaceae	Bartonella
56458	Xanthomonas sacchari	species	56458	Xanthomonas sacchari	28.0	meso	exact_taxid	1	28.0	28.0	28.0	Lyubetsky et al., 2020	Lyu292	point	no	0	56458	Bacteria	Pseudomonadota	Gammaproteobacteria	Lysobacterales	Lysobacteraceae	Xanthomonas
56460	Xanthomonas vesicatoria	species	56460	Xanthomonas vesicatoria	28.0	meso	exact_taxid	1	28.0	28.0	28.0	Lyubetsky et al., 2020	Lyu294	point	no	0	56460	Bacteria	Pseudomonadota	Gammaproteobacteria	Lysobacterales	Lysobacteraceae	Xanthomonas
56636	Aeropyrum pernix	species	56636	Aeropyrum pernix	92.5	thermo	exact_taxid	1	92.5	92.5	90-95	BacDive	4195	range_midpoint	yes	1	56636	Archaea	Thermoproteota	Thermoprotei	Desulfurococcales	Desulfurococcaceae	Aeropyrum
56698	Sulfurospirillum arsenophilum	species	56698	Sulfurospirillum arsenophilum	20.0	meso	exact_taxid	1	20.0	20.0	20.0	BacDive	2225	point	no	0	56698	Bacteria	Campylobacterota	Epsilonproteobacteria	Campylobacterales	Sulfurospirillaceae	Sulfurospirillum
56730	Rhizobium gallicum	species	56730	Rhizobium gallicum	27.5	meso	exact_taxid	1	27.5	27.5	27.5	Lyubetsky et al., 2020	Lyu253	point	no	0	56730	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Rhizobiaceae	Rhizobium
56779	Halanaerobium kushneri	species	56779	Halanaerobium kushneri	37.5	meso	exact_taxid	1	37.5	37.5	37.5	Tempura	Tempura2236	point	no	0	56779	Bacteria	Bacillota	Clostridia	Halanaerobiales	Halanaerobiaceae	Halanaerobium
56780	Syntrophus aciditrophicus SB	strain	316277	Syntrophus aciditrophicus	35.0	meso	exact_taxid	1	35.0	35.0	35.0	Tempura	Tempura2809	point	no	0	56780	Bacteria	Thermodesulfobacteriota	Syntrophia	Syntrophales	Syntrophaceae	Syntrophus
56804	Glaciecola punicea	species	56804	Glaciecola punicea	15.0	psychro	exact_taxid	1	15.0	15.0	15.0	Tempura	Tempura8499	point	no	0	56804	Bacteria	Pseudomonadota	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Glaciecola
56807	Glaciecola pallidula	species	56807	Glaciecola pallidula	12.5	psychro	exact_taxid	1	12.5	12.5	12.5	Tempura	Tempura8608	point	no	0	56807	Bacteria	Pseudomonadota	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Glaciecola
56810	Psychrobacter glacincola	species	56810	Psychrobacter glacincola	14.0	psychro	exact_taxid	1	14.0	14.0	14.0	Tempura	Tempura8577	point	no	0	56810	Bacteria	Pseudomonadota	Gammaproteobacteria	Moraxellales	Moraxellaceae	Psychrobacter
56812	Shewanella frigidimarina	species	56812	Shewanella frigidimarina	20.5	meso	exact_taxid	2	20.0	21.0	21.0;20.0	Lyubetsky et al., 2020;Tempura	Lyu146;Tempura8346	point	no	0	56812	Bacteria	Pseudomonadota	Gammaproteobacteria	Alteromonadales	Shewanellaceae	Shewanella
56813	Shewanella gelidimarina	species	56813	Shewanella gelidimarina	16.0	psychro	exact_taxid	1	16.0	16.0	16.0	Tempura	Tempura8564	point	no	0	56813	Bacteria	Pseudomonadota	Gammaproteobacteria	Alteromonadales	Shewanellaceae	Shewanella
56956	Thermus brockianus	species	56956	Thermus brockianus	70.0	thermo	exact_taxid	2	70.0	70.0	70.0;70.0	Lyubetsky et al., 2020;ThermoBase	ThermoBase179;Lyu916	point	no	0	56956	Bacteria	Deinococcota	Deinococci	Thermales	Thermaceae	Thermus
56957	Thermus oshimai	species	56957	Thermus oshimai	70.0	thermo	exact_taxid	2	70.0	70.0	70.0;70.0	Lyubetsky et al., 2020;ThermoBase	ThermoBase1177;Lyu917	point	no	0	56957	Bacteria	Deinococcota	Deinococci	Thermales	Thermaceae	Thermus
57029	Psychroflexus torquis	species	57029	Psychroflexus torquis	12.5	psychro	exact_taxid	2	12.5	12.5	12.5;12.5	Lyubetsky et al., 2020;Tempura	Lyu130;Tempura8615	point	no	0	57029	Bacteria	Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Psychroflexus
57043	Microbacterium esteraromaticum	species	57043	Microbacterium esteraromaticum	28.0	meso	exact_taxid	1	28.0	28.0	28	BacDive	7399	point	no	0	57043	Bacteria	Actinomycetota	Actinomycetes	Micrococcales	Microbacteriaceae	Microbacterium
57171	Corynebacterium mucifaciens	species	57171	Corynebacterium mucifaciens	37.0	meso	species_taxid	1	37.0	37.0	37	BacDive	3163	point	no	0	1161097	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Corynebacteriaceae	Corynebacterium
57172	Desulfohalotomaculum halophilum	species	57172	Desulfohalotomaculum halophilum	35.0	meso	exact_taxid	1	35.0	35.0	35.0	Tempura	Tempura3545	point	no	0	57172	Bacteria	Bacillota	Clostridia	Eubacteriales	Peptococcaceae	Desulfohalotomaculum
57320	Pseudodesulfovibrio profundus	species	57320	Pseudodesulfovibrio profundus	25.0	meso	exact_taxid	1	25.0	25.0	25.0	Tempura	Tempura526	point	no	0	57320	Bacteria	Thermodesulfobacteriota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	Pseudodesulfovibrio
57487	Pseudothermotoga hypogea	species	57487	Pseudothermotoga hypogea	70.0	thermo	exact_taxid	2	70.0	70.0	70.0;70.0	Lyubetsky et al., 2020;Tempura	Lyu910;Tempura105	point	no	0	57487	Bacteria	Thermotogota	Thermotogae	Thermotogales	Thermotogaceae	Pseudothermotoga
57497	Deinococcus radiopugnans	species	57497	Deinococcus radiopugnans	30.0	meso	exact_taxid	1	30.0	30.0	30.0	Tempura	Tempura5149	point	no	0	57497	Bacteria	Deinococcota	Deinococci	Deinococcales	Deinococcaceae	Deinococcus
57664	Desulfuromonas thiophila	species	57664	Desulfuromonas thiophila	28.0	meso	exact_taxid	1	28.0	28.0	28.0	Tempura	Tempura4695	point	no	0	57664	Bacteria	Thermodesulfobacteriota	Desulfuromonadia	Desulfuromonadales	Desulfuromonadaceae	Desulfuromonas
57706	Citrobacter braakii	species	57706	Citrobacter braakii	37.0	meso	exact_taxid	1	37.0	37.0	37.0	Lyubetsky et al., 2020	Lyu669	point	no	0	57706	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Citrobacter
57732	Enterococcus asini	species	57732	Enterococcus asini	40.0	meso	exact_taxid	2	40.0	40.0	40.0;40.0	Tempura;ThermoBase	ThermoBase1116;Tempura1563	point	no	0	57732	Bacteria	Bacillota	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus
57975	Burkholderia thailandensis	species	57975	Burkholderia thailandensis	33.5	meso	exact_taxid	1	33.5	33.5	33.5	Lyubetsky et al., 2020	Lyu504	point	no	0	57975	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia
58109	Actinocorallia herbida	species	58109	Actinocorallia herbida	28.0	meso	exact_taxid	1	28.0	28.0	28.0	Tempura	Tempura4747	point	no	0	58109	Bacteria	Actinomycetota	Actinomycetes	Streptosporangiales	Thermomonosporaceae	Actinocorallia
58112	Actinomadura viridilutea	species	58112	Actinomadura viridilutea	50.0	thermo	exact_taxid	2	50.0	50.0	50.0;50.0	Tempura;ThermoBase	ThermoBase599;Tempura557	point	no	0	58112	Bacteria	Actinomycetota	Actinomycetes	Streptosporangiales	Thermomonosporaceae	Actinomadura
58114	Glycomyces harbinensis	species	58114	Glycomyces harbinensis	28.0	meso	exact_taxid	1	28.0	28.0	28	BacDive	5835	point	no	0	58114	Bacteria	Actinomycetota	Actinomycetes	Glycomycetales	Glycomycetaceae	Glycomyces
58123	Spirillospora albida	species	58123	Spirillospora albida	25.0	meso	exact_taxid	1	25.0	25.0	25.0	Tempura	Tempura7000	point	no	0	58123	Bacteria	Actinomycetota	Actinomycetes	Streptosporangiales	Thermomonosporaceae	Spirillospora
58136	Desulfofundulus thermoacetoxidans	species	58136	Desulfofundulus thermoacetoxidans	57.5	thermo	exact_taxid	2	57.5	57.5	57.5;57.5	Tempura;ThermoBase	ThermoBase533;Tempura541	point	no	0	58136	Bacteria	Bacillota	Clostridia	Eubacteriales	Peptococcaceae	Desulfofundulus
58137	Desulfallas thermosapovorans	species	58137	Desulfallas thermosapovorans	50.0	thermo	exact_taxid	2	50.0	50.0	50.0;50.0	Tempura;ThermoBase	ThermoBase708;Tempura656	point	no	0	58137	Bacteria	Bacillota	Clostridia	Eubacteriales	Desulfallaceae	Desulfallas
58138	Desulfofarcimen acetoxidans	species	58138	Desulfofarcimen acetoxidans	36.5	meso	exact_taxid	2	36.0	37.0	37.0;36.0	Lyubetsky et al., 2020;Tempura	Lyu697;Tempura3457	point	no	0	58138	Bacteria	Bacillota	Clostridia	Eubacteriales	Peptococcaceae	Desulfofarcimen
58180	Oleidesulfovibrio alaskensis	species	58180	Oleidesulfovibrio alaskensis	37.0	meso	exact_taxid	1	37.0	37.0	37.0	Tempura	Tempura1791	point	no	0	58180	Bacteria	Thermodesulfobacteriota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	Oleidesulfovibrio
59201	Salmonella enterica subsp. enterica	subspecies	28901	Salmonella enterica	37.0	meso	species_taxid	1	37.0	37.0	37.0	Lyubetsky et al., 2020	Lyu766	point	no	0	28901	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella
59202	Salmonella enterica subsp. salamae	subspecies	28901	Salmonella enterica	37.0	meso	species_taxid	1	37.0	37.0	37.0	Lyubetsky et al., 2020	Lyu766	point	no	0	28901	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella
59203	Salmonella enterica subsp. arizonae	subspecies	28901	Salmonella enterica	37.0	meso	species_taxid	1	37.0	37.0	37.0	Lyubetsky et al., 2020	Lyu766	point	no	0	28901	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella
